Commit,HIGH Severity,MEDIUM Severity,LOW Severity,HIGH Confidence,MEDIUM Confidence,LOW Confidence,Unique CWEs
f52079071376bc230a056c8e9edd9bf94205837c,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
169ec20a2f739cb6d4787a4497fc8170f45c1380,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
916d40f86fadcd8bd52ee72c2db67f90a3e75619,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
0447df65108a2ba7245454033698c971ed9a7d66,36,76,4873,4938,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
12fa3432a9a2ba447e211365166e875963033b03,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
12b21c48e9fc02979167bf14e414d94509319b3f,36,76,4876,4941,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
5a9c769f5cd413eb4f92d4e2d91ed9d3067456fd,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
734bcc28a8ee8683f13c5774619d3b382b24e0c5,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
04054cac5cde875c9b4dc73596be2b8242727bc2,36,76,4869,4934,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
8a1ce274210fc90aef1865721cfb433e24bcbb77,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
44901873f7dcdd9550034357e96cf5f76275c532,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
3cc2a5e2c6d3b4dc56fceab2932bb8155db36ef8,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
435864cb5013bdb49be4be670c2ebd8f46ca630f,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
1ae4677d934f3bbc3494de4d473ceff70d89030a,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
6530d763191215164895e8f09de8d26acdc66a18,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
f94d2767f9919dd933da0ba870355babd29b371e,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
716720d2a5d123594a31230e126df82fa00ffca0,36,76,4876,4941,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
07d372c13d7931bd1360432d8bf727098a9e1673,36,76,4869,4934,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
a7ea60356b02526967bc2d83a05c920d60bd2356,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
55b78249483915993116e6131bd7c6c507dd4d70,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
ed92f9b997af93b5d4bb0fca54d61d9ee4642dad,36,76,4876,4941,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
8bdc2c6cf0ee58dad2ae236a8455b1ae06a5d4a0,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
1a24e3f1d0977d69843a3db365f59773dff30940,36,76,4876,4941,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
bbe4fb454b21a32869ffd807d1a6ea8e31ba8a48,36,76,4876,4941,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
6205e19b74bc529d3b0a5a95bccd142dd5b1c127,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
d5cf376a5142f974d8a6ea3b282a53a3619a8cf5,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
87b022e48cd530e26287a6b8d0a810ca5ae5ac28,36,76,4873,4938,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
39c479fcabebc52d4eff5c81562d9e54ae37198c,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
9acb2b4ca3f1747bcafe6e0a793aec5e4fde4553,36,76,4873,4938,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
6161b449f6049107467598cbea9d76d56d7a1875,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
c95156adcd656a1ac1a3c34428b2978e0cc55d81,36,75,4878,4942,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
c17a774dd6aa484f877d256a1edecd9ce319c442,36,76,4876,4941,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
dab9a0d7c48f76eb905a00c19888b3dbc0125d42,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
6f2ee5c61451fde9602b695dfdef47d2eda42424,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
92e84a2b455d132527ee41eb3364f98a715f5019,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
b2402b163489cc159c6aa3d9f3360b27664a8732,36,76,4869,4934,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
745c5eb9f058603c0817003d57adc4c80dc7aecd,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
283c513c72db7e960e51363607efb8eb0766c823,36,76,4872,4937,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
803a0d1fcb456e97ddd4a9b6521ae2c348377e24,35,75,4865,4928,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
09b15aaf524250acd9906e91d521d1e5fefe7755,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
bdc564a573c971aaf31d9ee79601df7006e70fb8,36,76,4870,4935,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
5d94eb3e138e6ab499232ae83451163613878a98,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
d703a7f712c54fcb7b80da28dc9f835904c25eef,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
04aa1b8ddbfbc980039a4d820f7e7d3a2011dbf9,36,76,4876,4941,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
fdf7afbfe3c0b2258cd1e32e5a9aa4dca0d6a46d,36,76,4876,4941,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
d29ef500b95b2fc383c9833b36a380e6ad019bca,35,75,4865,4928,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
f695d463e2e00ed0a7859e8ab2ce06b5bd7669f4,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
346071c04a1fb1cc0e11bf304a98c1cbb8c373aa,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
87d9f57e247f59ce1655ad9aff019cc7b9b6a49b,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
dd9f178fffd1cd130bde56fdbaae853aab4ca0c9,36,76,4872,4937,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
44074d746449eb7dc157eeb39e53722f67476a39,36,76,4876,4941,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
89f1ef4d2fe068f5a41047dee5c9815acea620b8,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
1b05a1295d0dd6e4b5e31fe1c14982494a9637ce,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
9683a5b9562ab18cfe73e3ec9e834f23ed578574,36,76,4872,4937,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
70554640e579635a72b7292e541a1eb48645f712,36,76,4869,4934,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
7ff06df17cfef38c0029b5faeb193d2569220d16,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
bbd92d97ab7cbaa3dfd0735560f7b980c28c6d6e,36,76,4876,4941,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
c3f0abd61ca6ad37168ea1ee7a06a99b295d84ca,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
5685cf43cf14a03e7be2e8d3c16866c8ea772daa,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
c5c4138d6638e854a811eee6f98ab6afdba0b82f,36,76,4869,4934,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
261379f395da77393d00959067f78e5448bc0cb5,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
2f40b315f406d4c98d08b5b6796bcc1673992751,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
c40db1034acb5e8164fa113860427ace2e7308c1,37,77,4872,4938,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
9d4653f92f7bc39912b634f316448ad84204b4f4,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
06eac79c0d5f58c63e0ca23ea1897ad87bd7f585,36,76,4872,4937,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
54fc67b30a8ecaa33fe40790a6f277749c9ebc00,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
ebe88885c58cdc80be3283f537359ba8702b8cf1,36,76,4876,4941,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
43032f7bc7be2eccc71be31ccd0c122a04d7b122,36,75,4879,4943,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
24a3394b97e36eb3abf36b9901b82293c236dceb,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
7389f241f4cb7e8773fc70d363653e97fb9c435f,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
cb29605bfd84c20725a7036258dba0473266ffd7,36,76,4872,4937,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
12c5eaae5e144dcd88e32a0af23701aa346e3d00,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
459ca6498a77f1ad91c3ac7a741642e73afde873,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
7c2fb31136d3ecba9e3974dca7bf7729bd0db500,36,76,4872,4937,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
bb3f9c53c2ddd8a452ead915301375551e09ed45,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
c83f2e4e7127ae746b4f3d8107e10a4e9170f44b,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
4f0837c724ab343ef4d9b773bd7897fd34aea98a,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
5d96509cfe0a5a39020fac04fbbaa63619b37622,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
1219b43af4c0d41649145d1d3e4b00e3ce0a62dc,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
858c13558c544ee10f7c81b9774f4f74d19c4ff4,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
8da98e52eed4b1074b933e1953cdcc20c8daaa0f,37,77,4871,4937,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
23f4f8261c157a00abd2a401fc8b6c483c8582bb,36,76,4876,4941,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
bdabafeefdee6c488694d780100d3e8756573b24,36,76,4873,4938,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
cf1b4d8913d256cf2e43e17730109516fd10b7b6,36,76,4873,4938,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
2ff57505d8aa5dfd233b2ce4b5f932a87a9cca7c,37,77,4872,4938,35,13,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-295, CWE-78, CWE-89, CWE-502, CWE-259, CWE-400, CWE-20, CWE-327, CWE-22"
f4d41482e8e6a5ad4e3d41ea5cd82d2045c03703,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
d7201062a8f9e323e2efe36c5365adaa40ab9e55,36,75,4872,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
c81a2c9b1809c7c615b1f421a73ade63ac8b97e1,36,76,4871,4936,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
0ee17c0b06eb2aa46ff9be576dacd575634e16e1,35,75,4865,4928,35,12,"CWE-838, CWE-330, CWE-732, CWE-377, CWE-703, CWE-78, CWE-89, CWE-502, CWE-259, CWE-20, CWE-327, CWE-22"
