Commit,HIGH Severity,MEDIUM Severity,LOW Severity,HIGH Confidence,MEDIUM Confidence,LOW Confidence,Unique CWEs
6059f78c52901b0a925c486793c252f011a3fe9b,37,144,5358,5442,84,13,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
7457d6fb85869ad3a740c8aa7bb9b3b24f215fd1,37,143,5359,5443,84,12,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
13a0cdd62a61a086a9e6abcb9008ec14912a9f22,37,143,5359,5443,84,12,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
dadf4a3180425e1f08be5e6951a8f968a0f25b6a,37,143,5359,5443,84,12,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
d2c5f8a23c4c18e569ab9d7d92d2f60c02a5435a,37,144,5358,5442,84,13,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
d282cf17756c9b1fdcf9b92f0cec898b5547f2c5,37,144,5358,5442,84,13,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
9172f662e8f3612df6720e5e60f10828eb8c8624,37,143,5359,5443,84,12,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
a9c03504547af780524dcd4ed9fd2eaf3be94ef2,37,144,5358,5442,84,13,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
1c144c03dcde4cd344469f636211da23ffc81d9e,37,144,5358,5442,84,13,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
4495dc840714c2811f5be875b6657c3379ecdb07,37,144,5358,5442,84,13,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
dec9a0f941b55a26745dc364231211e953f456ea,37,143,5359,5443,84,12,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
37211a9f7287d458bcffaf283b4df4688c5a382c,37,143,5359,5443,84,12,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
e4c8d6c7f19bc60124ce399b714fad9f4e6d9c3c,37,144,5358,5442,84,13,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
6dff49e916439c2eb877fc4bc7cf88b4e2b51565,37,144,5358,5442,84,13,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
632808dab4b45e579c35e1aafbc71a115b2609d2,37,144,5358,5442,84,13,"CWE-326, CWE-732, CWE-502, CWE-312, CWE-327, CWE-200, CWE-321, CWE-78, CWE-338, CWE-829, CWE-798, CWE-89, CWE-269"
